F:\ccd_experiment\final\ant_1.10.1\FTPTest.java,404,415,F:\ccd_experiment\final\ant_1.10.1\FTPTest.java,346,357
F:\ccd_experiment\final\ant_1.10.1\ManifestTest.java,344,362,F:\ccd_experiment\final\ant_1.10.1\ManifestTest.java,320,338
F:\ccd_experiment\final\ant_1.10.1\SubAntTest.java,140,152,F:\ccd_experiment\final\ant_1.10.1\AntTest.java,425,437
F:\ccd_experiment\final\ant_1.10.1\FTPTaskMirrorImpl.java,833,845,F:\ccd_experiment\final\ant_1.10.1\FTP.java,930,942
F:\ccd_experiment\final\ant_1.10.1\FTPTest.java,268,280,F:\ccd_experiment\final\ant_1.10.1\FTPTest.java,297,309
F:\ccd_experiment\final\ant_1.10.1\ZipTest.java,256,268,F:\ccd_experiment\final\ant_1.10.1\ZipTest.java,286,298
F:\ccd_experiment\final\ant_1.10.1\ZipTest.java,256,268,F:\ccd_experiment\final\ant_1.10.1\ZipTest.java,241,253
F:\ccd_experiment\final\ant_1.10.1\CCLock.java,102,133,F:\ccd_experiment\final\ant_1.10.1\CCUnCheckout.java,65,92
F:\ccd_experiment\final\ant_1.10.1\CCLock.java,102,133,F:\ccd_experiment\final\ant_1.10.1\CCUnlock.java,81,112
F:\ccd_experiment\final\ant_1.10.1\CCLock.java,102,133,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,99,126
F:\ccd_experiment\final\ant_1.10.1\CCLock.java,102,133,F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,77,104
F:\ccd_experiment\final\ant_1.10.1\CCLock.java,102,133,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,107,134
F:\ccd_experiment\final\ant_1.10.1\CCLock.java,102,133,F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,95,122
F:\ccd_experiment\final\ant_1.10.1\FTPTaskMirrorImpl.java,484,522,F:\ccd_experiment\final\ant_1.10.1\FTP.java,583,621
F:\ccd_experiment\final\ant_1.10.1\Gcjh.java,39,50,F:\ccd_experiment\final\ant_1.10.1\Kaffeh.java,44,55
F:\ccd_experiment\final\ant_1.10.1\ManifestClassPathTest.java,148,158,F:\ccd_experiment\final\ant_1.10.1\ManifestClassPathTest.java,161,171
F:\ccd_experiment\final\ant_1.10.1\DeweyDecimal.java,174,190,F:\ccd_experiment\final\ant_1.10.1\DeweyDecimal.java,149,165
F:\ccd_experiment\final\ant_1.10.1\FTPTask.java,862,882,F:\ccd_experiment\final\ant_1.10.1\FTP.java,2587,2607
F:\ccd_experiment\final\ant_1.10.1\Tstamp.java,311,321,F:\ccd_experiment\final\ant_1.10.1\PropertyFile.java,687,697
F:\ccd_experiment\final\ant_1.10.1\Ear.java,66,79,F:\ccd_experiment\final\ant_1.10.1\War.java,92,105
F:\ccd_experiment\final\ant_1.10.1\AbstractClasspathResource.java,235,247,F:\ccd_experiment\final\ant_1.10.1\ArchiveResource.java,280,292
F:\ccd_experiment\final\ant_1.10.1\AbstractClasspathResource.java,235,247,F:\ccd_experiment\final\ant_1.10.1\Path.java,488,501
F:\ccd_experiment\final\ant_1.10.1\AbstractClasspathResource.java,235,247,F:\ccd_experiment\final\ant_1.10.1\AntFilterReader.java,163,176
F:\ccd_experiment\final\ant_1.10.1\DOMElementWriterTest.java,157,170,F:\ccd_experiment\final\ant_1.10.1\DOMElementWriterTest.java,141,154
F:\ccd_experiment\final\ant_1.10.1\DirectoryScanner.java,1657,1668,F:\ccd_experiment\final\ant_1.10.1\DirectoryScanner.java,1571,1582
F:\ccd_experiment\final\ant_1.10.1\XMLFragment.java,77,86,F:\ccd_experiment\final\ant_1.10.1\XMLFragment.java,143,152
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCRmtype.java,334,344
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,304,314
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,300,310
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,309,319
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMklbtype.java,358,368
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,345,355
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCRmtype.java,316,326
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,327,337
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,425,435
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,337,347
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,375,385
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,355,365
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMklbtype.java,376,386
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,339,349
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,444,454
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,357,367
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,319,329
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,208,218
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,322,332
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,407,417
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,282,292,F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200
F:\ccd_experiment\final\ant_1.10.1\ZipFileSetTest.java,44,115,F:\ccd_experiment\final\ant_1.10.1\TarFileSetTest.java,45,116
F:\ccd_experiment\final\ant_1.10.1\ZipTest.java,241,253,F:\ccd_experiment\final\ant_1.10.1\ZipTest.java,286,298
F:\ccd_experiment\final\ant_1.10.1\AntClassLoaderTest.java,68,77,F:\ccd_experiment\final\ant_1.10.1\AntClassLoaderTest.java,80,89
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCRmtype.java,334,344
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,304,314
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,300,310
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,309,319
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMklbtype.java,358,368
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,345,355
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCRmtype.java,316,326
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,327,337
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,425,435
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,337,347
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,375,385
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,355,365
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMklbtype.java,376,386
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,339,349
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,444,454
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,357,367
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,319,329
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,208,218
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,322,332
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,407,417
F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,190,200,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472
F:\ccd_experiment\final\ant_1.10.1\ConstantPool.java,251,276,F:\ccd_experiment\final\ant_1.10.1\ConstantPool.java,217,237
F:\ccd_experiment\final\ant_1.10.1\ConstantPool.java,251,276,F:\ccd_experiment\final\ant_1.10.1\ConstantPool.java,289,309
F:\ccd_experiment\final\ant_1.10.1\FixCrLfTest.java,234,260,F:\ccd_experiment\final\ant_1.10.1\ReplaceTest.java,153,179
F:\ccd_experiment\final\ant_1.10.1\Gcjh.java,52,87,F:\ccd_experiment\final\ant_1.10.1\Kaffeh.java,57,92
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCRmtype.java,334,344
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,304,314
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,300,310
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,309,319
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMklbtype.java,358,368
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,345,355
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCRmtype.java,316,326
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMklabel.java,327,337
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,425,435
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,337,347
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,375,385
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,355,365
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMklbtype.java,376,386
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,339,349
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,444,454
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkelem.java,357,367
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkattr.java,319,329
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkdir.java,208,218
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,322,332
F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,462,472,F:\ccd_experiment\final\ant_1.10.1\CCCheckout.java,407,417
F:\ccd_experiment\final\ant_1.10.1\DependTest.java,100,111,F:\ccd_experiment\final\ant_1.10.1\DependTest.java,118,128
F:\ccd_experiment\final\ant_1.10.1\BuildFileTest.java,577,589,F:\ccd_experiment\final\ant_1.10.1\BuildFileRule.java,298,310
F:\ccd_experiment\final\ant_1.10.1\PathTest.java,542,552,F:\ccd_experiment\final\ant_1.10.1\PathTest.java,555,565
F:\ccd_experiment\final\ant_1.10.1\PathTest.java,542,552,F:\ccd_experiment\final\ant_1.10.1\PathTest.java,529,539
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,95,122,F:\ccd_experiment\final\ant_1.10.1\CCUnCheckout.java,65,92
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,95,122,F:\ccd_experiment\final\ant_1.10.1\CCUnlock.java,81,112
F:\ccd_experiment\final\ant_1.10.1\CCCheckin.java,95,122,F:\ccd_experiment\final\ant_1.10.1\CCMkbl.java,99,126
