F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,5325,5336,F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,5279,5290
F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1582,1623,F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1224,1265
F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1582,1623,F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1267,1308
F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1582,1623,F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1181,1222
F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1582,1623,F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1385,1426
F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1582,1623,F:\ccd_experiment\final\jEdit_5.4.0\Parser.java,1342,1383
F:\ccd_experiment\final\jEdit_5.4.0\SyntaxHiliteOptionPane.java,181,193,F:\ccd_experiment\final\jEdit_5.4.0\AbbrevsOptionPane.java,411,423
F:\ccd_experiment\final\jEdit_5.4.0\SyntaxHiliteOptionPane.java,181,193,F:\ccd_experiment\final\jEdit_5.4.0\BrowserColorsOptionPane.java,293,306
F:\ccd_experiment\final\jEdit_5.4.0\OptionTreeModel.java,160,180,F:\ccd_experiment\final\jEdit_5.4.0\OptionTreeModel.java,116,136
F:\ccd_experiment\final\jEdit_5.4.0\OptionTreeModel.java,160,180,F:\ccd_experiment\final\jEdit_5.4.0\OptionTreeModel.java,138,158
F:\ccd_experiment\final\jEdit_5.4.0\OptionTreeModel.java,160,180,F:\ccd_experiment\final\jEdit_5.4.0\OptionTreeModel.java,182,202
F:\ccd_experiment\final\jEdit_5.4.0\NameSpace.java,1595,1606,F:\ccd_experiment\final\jEdit_5.4.0\NameSpace.java,889,900
F:\ccd_experiment\final\jEdit_5.4.0\NameSpace.java,1595,1606,F:\ccd_experiment\final\jEdit_5.4.0\NameSpace.java,1579,1591
F:\ccd_experiment\final\jEdit_5.4.0\JEditBuffer.java,661,677,F:\ccd_experiment\final\jEdit_5.4.0\JEditBuffer.java,584,600
F:\ccd_experiment\final\jEdit_5.4.0\PluginListHandler.java,203,213,F:\ccd_experiment\final\jEdit_5.4.0\MirrorListHandler.java,104,114
F:\ccd_experiment\final\jEdit_5.4.0\PluginListHandler.java,203,213,F:\ccd_experiment\final\jEdit_5.4.0\ActionListHandler.java,147,157
F:\ccd_experiment\final\jEdit_5.4.0\PluginListHandler.java,203,213,F:\ccd_experiment\final\jEdit_5.4.0\DockableWindowFactory.java,298,308
F:\ccd_experiment\final\jEdit_5.4.0\TextArea.java,5430,5448,F:\ccd_experiment\final\jEdit_5.4.0\TextArea.java,5409,5427
F:\ccd_experiment\final\jEdit_5.4.0\JarBundler.java,770,781,F:\ccd_experiment\final\jEdit_5.4.0\JarBundler.java,756,767
F:\ccd_experiment\final\jEdit_5.4.0\SwingInstall.java,768,777,F:\ccd_experiment\final\jEdit_5.4.0\SwingInstall.java,710,719
F:\ccd_experiment\final\jEdit_5.4.0\TextArea.java,3020,3031,F:\ccd_experiment\final\jEdit_5.4.0\TextArea.java,3000,3011
F:\ccd_experiment\final\jEdit_5.4.0\BufferPrintable.java,342,365,F:\ccd_experiment\final\jEdit_5.4.0\BufferPrintable1_7.java,548,566
F:\ccd_experiment\final\jEdit_5.4.0\Native2ASCIIEncodingTest.java,498,513,F:\ccd_experiment\final\jEdit_5.4.0\Native2ASCIIEncodingTest.java,223,238
F:\ccd_experiment\final\jEdit_5.4.0\Native2ASCIIEncodingTest.java,690,709,F:\ccd_experiment\final\jEdit_5.4.0\Native2ASCIIEncodingTest.java,1023,1040
F:\ccd_experiment\final\jEdit_5.4.0\Selection.java,712,747,F:\ccd_experiment\final\jEdit_5.4.0\Selection.java,310,345
